shirt,0,2015072,"[패션 → 의상] 셔츠: 상반신에 입는 의류의 한 종류를 나타내는 태그입니다. 다양한 스타일의 셔츠에 포괄적으로 사용됩니다. / 키워드: 셔츠, 상의, 옷"
simple_background,0,1993334,"[배경 → 단색 및 추상] 단순 배경: 배경이 비어있거나 특징이 없는 이미지에 사용되는 태그입니다. 일반적으로 캐릭터를 배경에서 쉽게 분리하여 다른 배경에 합성할 수 있는 경우에 해당합니다. 배경이 완전히 투명한 경우에도 사용됩니다. / 키워드: 단색 배경, 배경 없음, 투명 배경"
absurdres,0,1991465,"[이미지 정보 → 품질 및 해상도] 초고해상도: 매우 높은 해상도의 이미지에 사용되는 태그로, 'absurd resolution'의 줄임말입니다. 너비가 3200픽셀 이상이거나 높이가 2400픽셀 이상인 이미지에 해당하며, 약 770만 픽셀(7.7 메가픽셀) 이상의 이미지에 자동으로 부여됩니다. / 키워드: 초고화질, 초고해상도, 4K 이상"
blue_eyes,0,1887667,"[인물 → 신체 부위] 파란 눈: 파란색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 아쿠아색 눈(aqua_eyes) 태그와 중복될 수 있습니다. / 키워드: 벽안, 파란 눈, 눈동자"
long_sleeves,0,1715865,"[패션 → 의상] 긴소매: 소매가 최소한 손목까지 팔을 덮는 의상에 사용되는 태그입니다. 소매가 분리된 디자인(detached_sleeves)이라도 팔의 중간 이상부터 시작된다면 적용될 수 있습니다. / 키워드: 긴소매, 긴팔, 소매"
large_breasts,0,1695304,"[인물 → 신체적 특징] 큰 가슴: 중간 크기(medium_breasts)보다 크고 거유(huge_breasts)보다는 작은 가슴에 사용되는 태그입니다. 대략 캐릭터의 얼굴 지름과 비슷한 구의 부피 정도이거나 그 이상이지만, 머리 전체보다는 작은 크기를 의미합니다. / 키워드: 큰 가슴, 거유, 글래머"
skirt,0,1665110,"[패션 → 의상] 스커트: 허리에서부터 내려와 다리의 일부 또는 전체를 덮는 원통 또는 원뿔 모양의 의류입니다. 원피스(dress)는 상의와 하의가 하나로 된 옷이므로 스커트 태그를 사용하지 않습니다. / 키워드: 치마, 스커트, 하의"
blonde_hair,0,1660569,"[패션 → 헤어] 금발: 금발 또는 노란색 머리카락을 가진 캐릭터에 사용되는 태그입니다. / 키워드: 금발, 노란 머리, 블론드"
white_background,0,1649984,"[배경 → 단색 및 추상] 흰색 배경: 배경이 전체적으로 또는 대부분 흰색인 이미지에 사용되는 태그입니다. 다른 색과 함께 그라데이션 배경을 이루는 경우에도 적용될 수 있습니다. 배경이 완전히 흰색 단색일 경우, simple_background 태그와 함께 사용되는 경우가 많습니다. / 키워드: 흰 배경, 단색 배경, 배경"
multiple_girls,0,1638046,"[인물 → 인원수 및 관계] 다수의 여성: 두 명 이상의 여성 캐릭터가 등장하는 이미지에 사용되는 태그입니다. 2명의 여성만 있는 경우는 2girls 태그를 사용합니다. / 키워드: 여러 명, 여성 그룹, 단체"
black_hair,0,1629553,"[패션 → 헤어] 흑발: 검은색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 푸른빛이 강하면 blue_hair, 주황-갈색빛이 강하면 brown_hair 태그를 대신 사용합니다. / 키워드: 흑발, 검은 머리, 먹물 머리"
brown_hair,0,1628832,"[패션 → 헤어] 갈색 머리: 갈색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 흑발, 금발, 주황색 머리, 빨간 머리 태그와 중복될 수 있습니다. / 키워드: 갈색 머리, 밤색 머리, 브라운 헤어"
1boy,0,1534656,"[인물 → 인원수 및 관계] 남성 1명: 이미지에 남성 캐릭터가 한 명 등장하는 경우에 사용되는 태그입니다. 살아있고 눈에 보이는 캐릭터만 해당되며, 인형, 피규어, 그림 등 무생물이나 화면 밖 캐릭터는 포함되지 않습니다. 남성 캐릭터 외에 여성 캐릭터가 함께 있어도 이 태그를 사용할 수 있습니다. 이미지가 단 한 명의 캐릭터로만 구성된 경우에는 solo 태그를 사용합니다. / 키워드: 남자, 한명, 솔로"
hair_ornament,0,1531485,"[패션 → 액세서리] 머리 장식: 장식 목적으로 머리에 착용하는 액세서리에 사용되는 태그입니다. 머리를 묶거나 고정하는 용도의 리본이나 활 등은 포함되지 않으며, 순수하게 장식적인 요소에만 사용됩니다. / 키워드: 머리 장식, 헤어 액세서리, 장신구"
holding,0,1511429,"[행동 → 상호작용] 들고 있음: 캐릭터가 손으로 물건을 들고 있는 경우에 사용되는 태그입니다. 손으로 집어 들고 운반할 수 있는 물건에만 사용해야 합니다. 신체 부위(손 잡기 등)나 입고 있는 옷(치마 잡기 등)을 잡고 있는 경우, 또는 손이 아닌 다른 부위(입, 발, 꼬리 등)로 물건을 들고 있는 경우에는 사용하지 않습니다. / 키워드: 들기, 잡기, 손에 든"
gloves,0,1462404,"[패션 → 액세서리] 장갑: 손이나 손과 손목을 덮는 의류로, 각 손가락을 위한 별도의 공간이 있는 것에 사용되는 태그입니다. 엄지손가락을 제외하고 최소한 하나의 손가락을 위한 별도의 구멍이나 덮개가 있어야 합니다. / 키워드: 장갑, 글러브, 액세서리"
dress,0,1409522,"[패션 → 의상] 드레스: 상의(보디스)와 하의(스커트)가 하나로 이어진 원피스 형태의 의류에 사용되는 태그입니다. 스커트(skirt)는 별개의 하의이므로 드레스에 스커트 태그를 사용하지 않습니다. / 키워드: 드레스, 원피스, 옷"
red_eyes,0,1366089,"[인물 → 신체 부위] 적안: 빨간색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 주황색 눈(orange_eyes)이나 갈색 눈(brown_eyes) 태그와 중복될 수 있습니다. 충혈된 눈은 bloodshot_eyes 태그를 사용합니다. / 키워드: 적안, 빨간 눈, 눈동자"
closed_mouth,0,1309019,"[인물 → 신체 부위] 닫은 입: 입을 다물고 있는 상태를 나타내는 태그로, open_mouth(벌린 입)의 반대입니다. 입술을 다물고 있어 입 안쪽이 보이지 않는 경우에 사용합니다. / 키워드: 닫은 입, 입, 표정"
hat,0,1291656,"[패션 → 액세서리] 모자: 머리에 쓰는 의류를 총칭하는 태그입니다. 본래는 챙이 있는 모자를 의미하지만, 일반적으로 챙의 유무와 상관없이 모든 종류의 모자에 사용됩니다. / 키워드: 모자, 헤드웨어, 액세서리"
hair_between_eyes,0,1271809,"[패션 → 헤어] 눈 사이 머리카락: 앞머리에서 나온 한 가닥의 머리카락이 이마 중앙을 따라 내려와 최소한 양쪽 눈 사이에 닿는 스타일에 사용되는 태그입니다. / 키워드: 앞머리, 가닥 머리, 헤어스타일"
animal_ears,0,1266591,"[인물 → 종족 및 특성] 동물 귀: 캐릭터가 실제 또는 가짜 동물 귀를 가지고 있는 경우에 사용되는 태그입니다. 일본어로는 케모노미미(ケモノミミ)라고도 합니다. 실제 동물 그림에는 사용하지 않습니다. / 키워드: 케모노미미, 수인, 동물 귀"
bow,0,1265354,"[패션 → 액세서리] 리본 매듭: 일반적으로 두 개의 고리와 두 개의 늘어진 끝부분을 특징으로 하는 매듭의 한 종류입니다. 옷, 머리카락, 속옷, 신발 등 묶을 수 있는 거의 모든 곳에서 볼 수 있습니다. 리본으로 만들어지는 경우가 많지만, 꼬리가 너비보다 훨씬 길면 ribbon 태그를 사용합니다. / 키워드: 보우, 리본, 매듭"
original,0,1242658,"[출처 및 작가 → 작품] 오리지널: 기존 저작권이 없는 대상을 묘사한 창작물에 사용되는 태그입니다. 즉, 팬아트가 아닌 순수 창작물을 의미합니다. 다른 작가의 오리지널 캐릭터를 그린 경우 borrowed_character 태그를 함께 사용합니다. / 키워드: 창작, 1차 창작, 자작 캐릭터"
thighhighs,0,1238254,"[패션 → 속옷 및 양말류] 사이하이 삭스: 발부터 허벅지까지 다리를 덮는 스타킹이나 양말에 사용되는 태그입니다. 허벅지 밴드나 가터벨트로 고정됩니다. 허리부터 발끝까지 덮는 팬티스타킹(pantyhose)과는 다릅니다. / 키워드: 사이하이, 오버니삭스, 스타킹"
navel,0,1229014,"[인물 → 신체 부위] 배꼽: 배꼽이 보이는 이미지에 사용되는 태그입니다. 보통 누드, 복부(stomach), 또는 미드리프(midriff) 노출과 함께 사용됩니다. 배꼽이 가려진 경우는 covered_navel 태그를 사용합니다. / 키워드: 배꼽, 배, 복부"
jewelry,0,1160654,"[패션 → 액세서리] 보석류: 다양한 금속, 보석, 조개, 구슬 등으로 만들어져 사람이 착용하는 모든 장식품을 의미합니다. 착용자의 외모를 돋보이게 하는 목적 외에, 의료 경고 팔찌나 군번줄처럼 실용적인 용도로도 사용됩니다. / 키워드: 주얼리, 장신구, 액세서리"
ribbon,0,1156960,"[패션 → 액세서리] 리본: 주로 묶거나 매는 데 사용되는 얇고 유연한 띠 형태의 재료입니다. 일반적으로 천으로 만들어지지만 플라스틱이나 금속으로도 만들어질 수 있습니다. 너비보다 길이가 훨씬 긴 경우에 사용하며, 매듭으로 묶여 있으면 bow 태그를 사용합니다. / 키워드: 리본, 끈, 장식"
2girls,0,1095993,"[인물 → 인원수 및 관계] 여성 2명: 이미지에 여성 캐릭터가 두 명 등장하는 경우에 사용되는 태그입니다. 여성 캐릭터 외에 남성 캐릭터가 함께 있어도 이 태그를 사용할 수 있습니다. 살아있고 눈에 보이는 캐릭터만 해당됩니다. / 키워드: 여자 둘, 듀오, 백합"
cleavage,0,1072048,"[자세 → 어필 자세] 가슴골: 여성의 가슴이 부분적으로 노출되어 가슴 사이에 생기는 골짜기를 나타내는 태그입니다. 캐릭터에게 성적 매력을 더하기 위해 자주 사용되는 표현 방법입니다. / 키워드: 가슴골, 클리비지, 유방"
bare_shoulders,0,1042392,"[패션 → 치장 및 상태] 드러난 어깨: 의상 디자인의 일부이거나, 옷이 흘러내리는 등의 이유로 어깨가 노출된 경우에 사용되는 태그입니다. 소매가 없거나, 끈이 없거나, 목선이 넓게 파인 옷에서 두드러집니다. 누드나 상의 탈의 상태에서는 사용하지 않습니다. / 키워드: 어깨 노출, 오프숄더, 맨어깨"
jacket,0,1040132,"[패션 → 의상] 재킷: 소매가 있고 엉덩이나 허리 길이의 의류입니다. 얇은 소재로 만들어져 가벼운 편이며, 패션용으로 입거나 두꺼운 소재를 사용하여 보호복으로도 사용됩니다. / 키워드: 재킷, 자켓, 상의"
very_long_hair,0,1034898,"[패션 → 헤어] 초장발: 머리카락 길이가 허리를 넘어 발까지 닿는 스타일에 사용되는 태그입니다. 허리 길이 미만은 long_hair, 신체보다 긴 머리는 absurdly_long_hair 태그를 사용합니다. / 키워드: 매우 긴 머리, 초장발, 슈퍼 롱헤어"
sitting,0,1009301,"[자세 → 전신 자세] 앉은 자세: 엉덩이를 의자, 소파, 벤치 등 어떤 표면에 대고 앉아 있는 자세에 사용되는 태그입니다. 무릎을 바닥에 대고 있는 자세는 kneeling(무릎 꿇기) 태그를 사용합니다. / 키워드: 앉기, 착석, 자세"
standing,0,980341,"[자세 → 전신 자세] 선 자세: 한 명 이상의 캐릭터가 서 있는 자세에 사용되는 태그입니다. 양발 또는 한 발로 몸을 지탱하고 있는 상태를 의미합니다. 걷는 등 똑바로 선 자세를 유지하는 동작 중에도 적용될 수 있습니다. / 키워드: 서기, 기립, 자세"
twintails,0,961681,"[패션 → 헤어] 트윈테일: 머리카락을 두 갈래로 나누어 묶은 헤어스타일입니다. 일본어로는 'ツインテール'라고 합니다. 앞머리나 옆머리를 제외한 모든 머리카락이 두 개의 묶음으로 나뉘어야 이 태그를 사용할 수 있습니다. / 키워드: 양갈래 머리, 트윈테일, 헤어스타일"
white_shirt,0,947405,"[패션 → 의상] 흰색 셔츠: 흰색으로 된 모든 스타일의 셔츠에 사용되는 태그입니다. / 키워드: 흰 셔츠, 와이셔츠, 상의"
medium_breasts,0,942573,"[인물 → 신체적 특징] 중간 가슴: 작은 가슴(small_breasts)보다 크고 큰 가슴(large_breasts)보다 작은 크기의 가슴에 사용되는 태그입니다. 각 가슴이 손바닥 한가득보다 크지만 캐릭터의 얼굴보다는 작은 크기를 의미합니다. / 키워드: 중간 가슴, 보통 가슴, 가슴 크기"
touhou,0,925817,"[출처 및 작가 → 작품] 동방 프로젝트: ZUN이 제작한 탄막 슈팅 게임 시리즈 '동방 프로젝트(東方Project)'에 관련된 태그입니다. 수많은 소녀 캐릭터가 등장하는 것이 특징이며, 팬덤 규모가 매우 커 2차 창작이 활발합니다. 이 태그는 동방 프로젝트의 캐릭터, 세계관, 음악 등과 관련된 모든 작품에 사용됩니다. / 키워드: 동방, ZUN, 탄막 슈팅"
blue_hair,0,922434,"[패션 → 헤어] 파란 머리: 파란색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명, 채색 방식에 따라 아쿠아색 머리(aqua_hair), 흑발(black_hair), 백발(white_hair) 등과 혼동될 수 있습니다. / 키워드: 청발, 파란 머리, 블루 헤어"
green_eyes,0,910686,"[인물 → 신체 부위] 녹안: 녹색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 아쿠아색 눈(aqua_eyes) 태그와 중복될 수 있습니다. / 키워드: 녹안, 초록 눈, 눈동자"
full_body,0,895719,"[아트 및 연출 → 구도 및 앵글] 전신: 캐릭터의 전신에 초점을 맞춘 이미지에 사용되는 태그입니다. 캐릭터의 몸 전체가 보이고 프레임의 대부분을 차지해야 합니다. 머리카락, 옷, 날개, 꼬리 등 부수적인 부분이 프레임에 완전히 들어오지 않아도 적용될 수 있습니다. / 키워드: 전신샷, 풀샷, 구도"
brown_eyes,0,889987,"[인물 → 신체 부위] 갈색 눈: 갈색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 검은 눈(black_eyes), 주황색 눈(orange_eyes), 빨간 눈(red_eyes) 태그와 중복될 수 있습니다. / 키워드: 갈안, 갈색 눈, 눈동자"
nipples,0,880762,"[성적 요소 → 성적 신체 부위] 유두: 가슴(및 남성 흉근)에 있는 유선의 작은 돌기를 나타냅니다. 이 태그는 유두 자체가 보일 때만 사용해야 합니다. 옷 위로 돌출되어 눈에 띄는 경우에는 covered_nipples 태그를 사용합니다. 옷이 비치는 경우에만 두 태그를 함께 사용할 수 있습니다. / 키워드: 유두, 젖꼭지, 가슴"
purple_eyes,0,876028,"[인물 → 신체 부위] 보라색 눈: 보라색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 색상 판단의 주관성이나 조명 등의 요인으로 인해 파란 눈(blue_eyes)이나 분홍색 눈(pink_eyes) 태그와 중복될 수 있습니다. / 키워드: 자안, 보라색 눈, 눈동자"
tail,0,848240,"[인물 → 종족 및 특성] 꼬리: 등 아래쪽에서 튀어나온 긴 부속지입니다. 종종 털이나 비늘로 덮여 있으며, 동물귀 소녀의 흔한 특징입니다. 일반적으로 동물 자체에는 특별한 점이 없는 한 이 태그를 사용하지 않습니다. / 키워드: 꼬리, 동물 꼬리, 신체 부위"
upper_body,0,846746,"[아트 및 연출 → 구도 및 앵글] 상반신: 캐릭터의 상반신, 대략 배꼽 위쪽을 담은 이미지에 사용되는 태그입니다. 머리를 포함할 수도 있고 포함하지 않을 수도 있습니다. 버스트(Bust)는 이 태그의 동의어이며, 가슴(breasts)과 혼동해서는 안 됩니다. / 키워드: 상반신, 버스트샷, 구도"
collarbone,0,845077,"[인물 → 신체 부위] 쇄골: 쇄골이 전체적으로 또는 부분적으로 노출된 캐릭터를 묘사하는 이미지에 사용되는 태그입니다. / 키워드: 쇄골, 빗장뼈, 어깨"
school_uniform,0,841569,"[패션 → 의상] 교복: 학생들이 일반적으로 착용하는 제복입니다. 일본에서는 주로 중고등학생이 착용하며, 가장 흔한 디자인은 세라복과 블레이저입니다. 가쿠란은 남학생들이 입는 인기 있는 교복입니다. / 키워드: 교복, 제복, 학생"
underwear,0,833660,"[패션 → 속옷 및 양말류] 속옷: 옷 안에 입는 의류로, 대부분 피부에 직접 닿습니다. 브래지어, 팬티, 란제리, 남성 속옷 등이 포함됩니다. / 키워드: 속옷, 내의, 언더웨어"
male_focus,0,789571,"[인물 → 인원수 및 관계] 남성 중심: 남성 캐릭터만 등장하거나 남성 캐릭터에 압도적인 초점이 맞춰진 이미지에 사용됩니다. 1boy 또는 multiple_boys 태그와 함께 사용되어야 합니다. / 키워드: 남성, 남자, 남캐"
multicolored_hair,0,772980,"[패션 → 헤어] 다색 머리: 두 가지 이상의 색으로 이루어진 머리카락에 사용되는 태그입니다. 가능한 경우, 머리카락에 나타나는 모든 색상을 함께 태그해야 합니다. / 키워드: 다색모, 투톤 헤어, 브릿지"
closed_eyes,0,766905,"[인물 → 상태 및 감정] 감은 눈: 캐릭터가 두 눈을 모두 감고 있는 상태에 사용되는 태그입니다. 한쪽 눈만 감고 있는 경우는 one_eye_closed 태그를 사용합니다. / 키워드: 감은 눈, 눈 감기, 표정"
white_hair,0,765207,"[패션 → 헤어] 백발: 흰색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 주관적인 색상 판단, 조명, 색 보정 등으로 인해 파란색, 보라색, 회색 머리와 혼동될 수 있습니다. / 키워드: 백발, 은발, 흰 머리"
pink_hair,0,754808,"[패션 → 헤어] 분홍색 머리: 분홍색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 빨간색과 흰색의 중간색입니다. 주관적인 색상 판단이나 조명 등으로 인해 보라색이나 빨간색 머리와 중복될 수 있습니다. / 키워드: 분홍 머리, 핑크 헤어, 핑발"
yellow_eyes,0,751815,"[인물 → 신체 부위] 노란 눈: 노란색 눈동자를 가진 캐릭터에 사용되는 태그입니다. 주관적인 색상 판단이나 조명 등으로 인해 주황색 눈(orange_eyes) 태그와 중복될 수 있습니다. / 키워드: 황안, 노란 눈, 금안"
grey_hair,0,750557,"[패션 → 헤어] 회색 머리: 회색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 주관적인 색상 판단이나 모니터 색상 차이 등으로 인해 파란색, 아쿠아색, 보라색 머리의 옅은 색조와 중복될 수 있습니다. / 키워드: 회색 머리, 은발, 그레이 헤어"
ponytail,0,744647,"[패션 → 헤어] 포니테일: 머리카락을 머리 뒤쪽에서 하나로 묶어 자유롭게 늘어뜨린 헤어스타일입니다. 이 태그는 머리 뒤에서 묶은 기본적인 포니테일에만 사용됩니다. 옆으로 묶은 사이드 포니테일이나 땋은 포니테일에는 사용하지 않습니다. / 키워드: 포니테일, 묶은 머리, 헤어스타일"
photoshop_(medium),0,707195,"[이미지 정보 → 출처 표시] 포토샵 (매체): 어도비 포토샵으로 제작되거나 편집된 이미지에 사용되는 태그입니다. 이미지 자체에 포토샵 프로그램이 묘사된 경우는 adobe_photoshop 태그를 사용합니다. / 키워드: 포토샵, 어도비, 이미지 편집"
ahoge,0,704412,"[패션 → 헤어] 바보털: 아호게(アホ毛), 직역하면 '바보털'이라는 뜻으로, 캐릭터의 머리에서 삐죽 튀어나온 한 가닥의 머리카락을 의미합니다. 보통 짧고 굵게 표현됩니다. / 키워드: 바보털, 아호게, 더듬이"
purple_hair,0,697107,"[패션 → 헤어] 보라색 머리: 보라색 머리카락을 가진 캐릭터에 사용되는 태그입니다. 주관적인 색상 판단이나 조명 등으로 인해 파란색이나 분홍색 머리 태그와 중복될 수 있습니다. / 키워드: 보라 머리, 자발, 퍼플 헤어"
swimsuit,0,695533,"[패션 → 의상] 수영복: 수영, 목욕, 해변 활동 시 착용하는 의류입니다. 여성용은 보통 원피스나 투피스 형태이며, 남성용은 사각 또는 삼각 형태입니다. / 키워드: 수영복, 비키니, 스윔수트"
braid,0,680821,"[패션 → 헤어] 땋은 머리: 세 가닥 이상의 머리카락을 서로 엮어 만든 헤어스타일에 사용되는 태그입니다. / 키워드: 땋기, 댕기머리, 브레이드"
panties,0,678727,"[패션 → 속옷 및 양말류] 팬티: 여성용 하의 속옷으로, 가랑이 부분을 덮습니다. 다리 부분이 없으며 좁은 허리 밴드가 특징입니다. 다리 부분이 있는 속옷은 보이쇼츠(boyshort_panties) 등을 사용합니다. / 키워드: 팬티, 속옷, 언더웨어"
sidelocks,0,674623,"[패션 → 헤어] 옆머리: 귀 바로 앞에서 자라는 긴 머리카락 가닥을 의미합니다. / 키워드: 옆머리, 구레나룻, 애교머리"
short_sleeves,0,672010,"[패션 → 의상] 반소매: 소매가 팔꿈치를 넘지 않거나 팔뚝을 덮지 않는 의상에 사용되는 태그입니다. / 키워드: 반소매, 반팔, 소매"
flower,0,669652,"[사물 → 자연물] 꽃: 나무나 식물의 꽃으로, 씨앗이나 열매를 맺는 화려한 부분입니다. 그림에서 소품으로 사용될 때 이 태그를 붙입니다. / 키워드: 꽃, 화초, 식물"
monochrome,0,668658,"[아트 및 연출 → 아트 스타일] 모노크롬: 주로 한 가지 색으로 그려진 이미지에 사용되는 태그입니다. 흑백뿐만 아니라 세피아, 빨간색, 파란색 등 다른 단색으로 이루어진 경우도 포함됩니다. 회색조를 사용한 경우 greyscale 태그를 함께 사용합니다. / 키워드: 단색, 흑백, 모노크롬"
hair_ribbon,0,641100,"[패션 → 액세서리] 머리 리본: 머리카락에 장식으로 착용한 리본에 사용되는 태그입니다. / 키워드: 헤어 리본, 리본, 머리 장식"
heart,0,636380,"[아트 및 연출 → 표현 기호] 하트: ♥ 기호를 나타냅니다. 로맨스나 즐거움을 의미하며, 사랑의 일반적인 상징입니다. 신체 기관인 심장은 heart_(organ) 태그를 사용합니다. / 키워드: 하트, 사랑, 기호"
weapon,0,635392,"[사물 → 무기] 무기: 사람을 다치게 하거나 죽이기 위해 고안된 도구나 물체입니다. 이 태그는 손에 들 수 있는 무기에만 사용하며, 대포, 포탑, 어뢰 등에는 사용하지 않습니다. / 키워드: 무기, 병기, 도구"
ass,0,627962,"[자세 → 어필 자세] 엉덩이: 하나 또는 여러 개의 둔부를 지칭하는 태그입니다. 주로 성적인 매력을 어필하는 구도에서 사용됩니다. / 키워드: 엉덩이, 둔부, 히프"
earrings,0,616786,"[패션 → 액세서리] 귀걸이: 귓불이나 다른 귀 피어싱에 착용하는 장신구나 보석류입니다. 한쪽에만 착용한 것이 확실하다면 single_earring 태그를 추가로 사용합니다. / 키워드: 귀걸이, 이어링, 액세서리"
cowboy_shot,0,612101,"[아트 및 연출 → 구도 및 앵글] 카우보이 샷: 캐릭터를 허벅지 위부터 얼굴까지 보여주도록 프레임된 이미지입니다. 서부 영화에서 배우의 얼굴과 함께 권총을 보여주기 위해 허벅지 위에서부터 촬영한 것에서 유래되었습니다. / 키워드: 카우보이 샷, 미디엄 샷, 구도"
thighs,0,609573,"[인물 → 신체 부위] 허벅지: 다리의 윗부분을 의미합니다. 'thighs' 태그가 붙은 이미지는 허벅지를 중심으로 하거나, 허벅지가 눈에 띄게 표시되어야 합니다. 사이하이 삭스나 팬티스타킹 등으로 덮여 있어도 적용됩니다. / 키워드: 허벅지, 넓적다리, 다리"
:d,0,591041,"[인물 → 상태 및 감정] :D (이모티콘): 크게 입을 벌리고 웃는 미소나 웃음을 나타내는 이모티콘 ':D'를 표현한 얼굴 표정에 사용됩니다. 캐릭터가 윙크를 하고 있다면 ';D'를 대신 사용합니다. / 키워드: 활짝 웃음, 큰 미소, 이모티콘 표정"
translation_request,0,589416,"[이미지 정보 → 기타] 번역 요청: 이미지 내에 영어 번역이 필요한 비영어 텍스트(주로 일본어, 중국어, 한국어)가 있을 때 사용됩니다. 번역이 완료되면 이 태그를 제거하고 translated 태그를 추가합니다. / 키워드: 번역 필요, 식질 요청, 외국어"
hetero,0,582660,"[인물 → 인원수 및 관계] 이성애: 서로 다른 성별의 구성원 간의 낭만적 및/또는 성적인 묘사에 사용됩니다. 상호적인 관계일 경우 couple 태그를 추가로 사용할 수 있습니다. / 키워드: 남녀, 이성 커플, 노멀 커플"
outdoors,0,581066,"[배경 → 실외 환경] 야외: 실내가 아닌 야외 장소를 배경으로 하는 장면에 사용됩니다. 배경은 도시 또는 시골일 수 있습니다. / 키워드: 야외, 옥외, 바깥"
